|                  passKey                  |        option         |
| pass_predcom                              | -fgcse-lm             |
| pass_predcom                              | -finline-functions    |
| pass_predcom                              | -ftree-loop-vectorize |
| pass_vectorize                            | -fgcse                |
| pass_vectorize                            | -fgcse-las            |
| pass_vectorize                            | -fgcse-lm             |
| pass_vectorize                            | -finline-functions    |
| pass_vectorize                            | -ftree-loop-vectorize |
| pass_if_conversion                        | -fgcse                |
| pass_if_conversion                        | -fgcse-las            |
| pass_if_conversion                        | -fgcse-lm             |
| pass_if_conversion                        | -finline-functions    |
| pass_if_conversion                        | -ftree-loop-vectorize |
| pass_ch_vect                              | -fgcse                |
| pass_ch_vect                              | -fgcse-las            |
| pass_ch_vect                              | -fgcse-lm             |
| pass_ch_vect                              | -finline-functions    |
| pass_ch_vect                              | -ftree-loop-vectorize |
| pass_expand_omp_ssa                       | -fgcse                |
| pass_expand_omp_ssa                       | -fgcse-las            |
| pass_expand_omp_ssa                       | -fgcse-lm             |
| pass_expand_omp_ssa                       | -finline-functions    |
| pass_expand_omp_ssa                       | -ftree-loop-vectorize |
| pass_parallelize_loops                    | -fgcse                |
| pass_parallelize_loops                    | -fgcse-las            |
| pass_parallelize_loops                    | -fgcse-lm             |
| pass_parallelize_loops                    | -finline-functions    |
| pass_parallelize_loops                    | -ftree-loop-vectorize |
| pass_graphite_transforms                  | -fgcse                |
| pass_graphite_transforms                  | -fgcse-las            |
| pass_graphite_transforms                  | -fgcse-lm             |
| pass_graphite_transforms                  | -finline-functions    |
| pass_graphite_transforms                  | -ftree-loop-vectorize |
| pass_linterchange                         | -fgcse                |
| pass_linterchange                         | -fgcse-las            |
| pass_linterchange                         | -fgcse-lm             |
| pass_linterchange                         | -finline-functions    |
| pass_linterchange                         | -ftree-loop-vectorize |
| pass_loop_distribution                    | -fgcse                |
| pass_loop_distribution                    | -fgcse-las            |
| pass_loop_distribution                    | -fgcse-lm             |
| pass_loop_distribution                    | -finline-functions    |
| pass_loop_distribution                    | -ftree-loop-vectorize |
| pass_iv_canon                             | -fgcse                |
| pass_iv_canon                             | -fgcse-las            |
| pass_iv_canon                             | -fgcse-lm             |
| pass_iv_canon                             | -finline-functions    |
| pass_iv_canon                             | -ftree-loop-vectorize |
| pass_loop_jam                             | -fgcse                |
| pass_loop_jam                             | -fgcse-las            |
| pass_loop_jam                             | -fgcse-lm             |
| pass_loop_jam                             | -finline-functions    |
| pass_loop_jam                             | -ftree-loop-vectorize |
| pass_loop_versioning                      | -fgcse                |
| pass_loop_versioning                      | -fgcse-las            |
| pass_loop_versioning                      | -fgcse-lm             |
| pass_loop_versioning                      | -finline-functions    |
| pass_loop_versioning                      | -ftree-loop-vectorize |
| pass_loop_split                           | -fgcse                |
| pass_loop_split                           | -fgcse-las            |
| pass_loop_split                           | -fgcse-lm             |
| pass_loop_split                           | -finline-functions    |
| pass_loop_split                           | -ftree-loop-vectorize |
| pass_scev_cprop                           | -fgcse                |
| pass_scev_cprop                           | -fgcse-las            |
| pass_scev_cprop                           | -fgcse-lm             |
| pass_scev_cprop                           | -finline-functions    |
| pass_scev_cprop                           | -ftree-loop-vectorize |
| pass_tree_unswitch                        | -fgcse                |
| pass_tree_unswitch                        | -fgcse-las            |
| pass_tree_unswitch                        | -fgcse-lm             |
| pass_tree_unswitch                        | -finline-functions    |
| pass_tree_unswitch                        | -ftree-loop-vectorize |
| pass_tree_loop_init                       | -fgcse                |
| pass_tree_loop_init                       | -fgcse-las            |
| pass_tree_loop_init                       | -fgcse-lm             |
| pass_tree_loop_init                       | -finline-functions    |
| pass_tree_loop_init                       | -ftree-loop-vectorize |
| pass_sink_code                            | -fgcse                |
| pass_sink_code                            | -fgcse-las            |
| pass_sink_code                            | -fgcse-lm             |
| pass_sink_code                            | -finline-functions    |
| pass_sink_code                            | -ftree-loop-vectorize |
| pass_pre                                  | -fgcse                |
| pass_pre                                  | -fgcse-las            |
| pass_pre                                  | -fgcse-lm             |
| pass_pre                                  | -finline-functions    |
| pass_pre                                  | -ftree-loop-vectorize |
| pass_laddress                             | -fgcse                |
| pass_laddress                             | -fgcse-las            |
| pass_laddress                             | -fgcse-lm             |
| pass_laddress                             | -finline-functions    |
| pass_laddress                             | -ftree-loop-vectorize |
| pass_optimize_bswap                       | -fgcse                |
| pass_optimize_bswap                       | -fgcse-las            |
| pass_optimize_bswap                       | -fgcse-lm             |
| pass_optimize_bswap                       | -finline-functions    |
| pass_optimize_bswap                       | -ftree-loop-vectorize |
| pass_cse_sincos                           | -fgcse                |
| pass_cse_sincos                           | -fgcse-las            |
| pass_cse_sincos                           | -fgcse-lm             |
| pass_cse_sincos                           | -finline-functions    |
| pass_cse_sincos                           | -ftree-loop-vectorize |
| pass_isolate_erroneous_paths              | -fgcse                |
| pass_isolate_erroneous_paths              | -fgcse-las            |
| pass_isolate_erroneous_paths              | -fgcse-lm             |
| pass_isolate_erroneous_paths              | -finline-functions    |
| pass_isolate_erroneous_paths              | -ftree-loop-vectorize |
| pass_sra                                  | -fgcse                |
| pass_sra                                  | -fgcse-las            |
| pass_sra                                  | -fgcse-lm             |
| pass_sra                                  | -finline-functions    |
| pass_sra                                  | -ftree-loop-vectorize |
| pass_ch                                   | -fgcse                |
| pass_ch                                   | -fgcse-las            |
| pass_ch                                   | -fgcse-lm             |
| pass_ch                                   | -finline-functions    |
| pass_ch                                   | -ftree-loop-vectorize |
| pass_tail_recursion                       | -fgcse                |
| pass_tail_recursion                       | -fgcse-las            |
| pass_tail_recursion                       | -fgcse-lm             |
| pass_tail_recursion                       | -finline-functions    |
| pass_tail_recursion                       | -ftree-loop-vectorize |
| pass_merge_phi                            | -fgcse                |
| pass_merge_phi                            | -fgcse-las            |
| pass_merge_phi                            | -fgcse-lm             |
| pass_merge_phi                            | -finline-functions    |
| pass_merge_phi                            | -ftree-loop-vectorize |
| pass_tree_ifcombine                       | -fgcse                |
| pass_tree_ifcombine                       | -fgcse-las            |
| pass_tree_ifcombine                       | -fgcse-lm             |
| pass_tree_ifcombine                       | -finline-functions    |
| pass_tree_ifcombine                       | -ftree-loop-vectorize |
| pass_cselim                               | -fgcse                |
| pass_cselim                               | -fgcse-las            |
| pass_cselim                               | -fgcse-lm             |
| pass_cselim                               | -finline-functions    |
| pass_cselim                               | -ftree-loop-vectorize |
| pass_call_cdce                            | -fgcse                |
| pass_call_cdce                            | -fgcse-las            |
| pass_call_cdce                            | -fgcse-lm             |
| pass_call_cdce                            | -finline-functions    |
| pass_call_cdce                            | -ftree-loop-vectorize |
| pass_stdarg                               | -fgcse                |
| pass_stdarg                               | -fgcse-las            |
| pass_stdarg                               | -fgcse-lm             |
| pass_stdarg                               | -finline-functions    |
| pass_stdarg                               | -ftree-loop-vectorize |
| pass_fre                                  | -fgcse                |
| pass_fre                                  | -fgcse-las            |
| pass_fre                                  | -fgcse-lm             |
| pass_fre                                  | -finline-functions    |
| pass_fre                                  | -ftree-loop-vectorize |
| pass_return_slot                          | -fgcse                |
| pass_return_slot                          | -fgcse-las            |
| pass_return_slot                          | -fgcse-lm             |
| pass_return_slot                          | -finline-functions    |
| pass_return_slot                          | -ftree-loop-vectorize |
| pass_phiprop                              | -fgcse                |
| pass_phiprop                              | -fgcse-las            |
| pass_phiprop                              | -fgcse-lm             |
| pass_phiprop                              | -finline-functions    |
| pass_phiprop                              | -ftree-loop-vectorize |
| pass_backprop                             | -fgcse                |
| pass_backprop                             | -fgcse-las            |
| pass_backprop                             | -fgcse-lm             |
| pass_backprop                             | -finline-functions    |
| pass_backprop                             | -ftree-loop-vectorize |
| pass_complete_unrolli                     | -fgcse                |
| pass_complete_unrolli                     | -fgcse-las            |
| pass_complete_unrolli                     | -fgcse-lm             |
| pass_complete_unrolli                     | -finline-functions    |
| pass_complete_unrolli                     | -ftree-loop-vectorize |
| pass_omp_target_link                      | -fgcse                |
| pass_omp_target_link                      | -fgcse-las            |
| pass_omp_target_link                      | -fgcse-lm             |
| pass_omp_target_link                      | -finline-functions    |
| pass_omp_target_link                      | -ftree-loop-vectorize |
| pass_omp_device_lower                     | -fgcse                |
| pass_omp_device_lower                     | -fgcse-las            |
| pass_omp_device_lower                     | -fgcse-lm             |
| pass_omp_device_lower                     | -finline-functions    |
| pass_omp_device_lower                     | -ftree-loop-vectorize |
| pass_oacc_device_lower                    | -fgcse                |
| pass_oacc_device_lower                    | -fgcse-las            |
| pass_oacc_device_lower                    | -fgcse-lm             |
| pass_oacc_device_lower                    | -finline-functions    |
| pass_oacc_device_lower                    | -ftree-loop-vectorize |
| pass_lower_eh_dispatch                    | -fgcse                |
| pass_lower_eh_dispatch                    | -fgcse-las            |
| pass_lower_eh_dispatch                    | -fgcse-lm             |
| pass_lower_eh_dispatch                    | -finline-functions    |
| pass_lower_eh_dispatch                    | -ftree-loop-vectorize |
| pass_fixup_cfg                            | -fgcse                |
| pass_fixup_cfg                            | -fgcse-las            |
| pass_fixup_cfg                            | -fgcse-lm             |
| pass_fixup_cfg                            | -finline-functions    |
| pass_fixup_cfg                            | -ftree-loop-vectorize |
| pass_omp_simd_clone                       | -fgcse                |
| pass_omp_simd_clone                       | -fgcse-las            |
| pass_omp_simd_clone                       | -fgcse-lm             |
| pass_omp_simd_clone                       | -finline-functions    |
| pass_omp_simd_clone                       | -ftree-loop-vectorize |
| pass_ipa_pta                              | -fgcse                |
| pass_ipa_pta                              | -fgcse-las            |
| pass_ipa_pta                              | -fgcse-lm             |
| pass_ipa_pta                              | -finline-functions    |
| pass_ipa_pta                              | -ftree-loop-vectorize |
| pass_materialize_all_clones               | -fgcse                |
| pass_materialize_all_clones               | -fgcse-las            |
| pass_materialize_all_clones               | -fgcse-lm             |
| pass_materialize_all_clones               | -finline-functions    |
| pass_materialize_all_clones               | -ftree-loop-vectorize |
| pass_ipa_comdats                          | -fgcse                |
| pass_ipa_comdats                          | -fgcse-las            |
| pass_ipa_comdats                          | -fgcse-lm             |
| pass_ipa_comdats                          | -finline-functions    |
| pass_ipa_comdats                          | -ftree-loop-vectorize |
| pass_ipa_reference                        | -fgcse                |
| pass_ipa_reference                        | -fgcse-las            |
| pass_ipa_reference                        | -fgcse-lm             |
| pass_ipa_reference                        | -finline-functions    |
| pass_ipa_reference                        | -ftree-loop-vectorize |
| pass_ipa_pure_const                       | -fgcse                |
| pass_ipa_pure_const                       | -fgcse-las            |
| pass_ipa_pure_const                       | -fgcse-lm             |
| pass_ipa_pure_const                       | -finline-functions    |
| pass_ipa_pure_const                       | -ftree-loop-vectorize |
| pass_ipa_inline                           | -fgcse                |
| pass_ipa_inline                           | -fgcse-las            |
| pass_ipa_inline                           | -fgcse-lm             |
| pass_ipa_inline                           | -finline-functions    |
| pass_ipa_inline                           | -ftree-loop-vectorize |
| pass_ipa_hsa                              | -fgcse                |
| pass_ipa_hsa                              | -fgcse-las            |
| pass_ipa_hsa                              | -fgcse-lm             |
| pass_ipa_hsa                              | -finline-functions    |
| pass_ipa_hsa                              | -ftree-loop-vectorize |
| pass_ipa_cdtor_merge                      | -fgcse                |
| pass_ipa_cdtor_merge                      | -fgcse-las            |
| pass_ipa_cdtor_merge                      | -fgcse-lm             |
| pass_ipa_cdtor_merge                      | -finline-functions    |
| pass_ipa_cdtor_merge                      | -ftree-loop-vectorize |
| pass_ipa_cp                               | -fgcse                |
| pass_ipa_cp                               | -fgcse-las            |
| pass_ipa_cp                               | -fgcse-lm             |
| pass_ipa_cp                               | -finline-functions    |
| pass_ipa_cp                               | -ftree-loop-vectorize |
| pass_ipa_devirt                           | -fgcse                |
| pass_ipa_devirt                           | -fgcse-las            |
| pass_ipa_devirt                           | -fgcse-lm             |
| pass_ipa_devirt                           | -finline-functions    |
| pass_ipa_devirt                           | -ftree-loop-vectorize |
| pass_ipa_icf                              | -fgcse                |
| pass_ipa_icf                              | -fgcse-las            |
| pass_ipa_icf                              | -fgcse-lm             |
| pass_ipa_icf                              | -finline-functions    |
| pass_ipa_icf                              | -ftree-loop-vectorize |
| pass_ipa_profile                          | -fgcse                |
| pass_ipa_profile                          | -fgcse-las            |
| pass_ipa_profile                          | -fgcse-lm             |
| pass_ipa_profile                          | -finline-functions    |
| pass_ipa_profile                          | -ftree-loop-vectorize |
| pass_ipa_whole_program_visibility         | -fgcse                |
| pass_ipa_whole_program_visibility         | -fgcse-las            |
| pass_ipa_whole_program_visibility         | -fgcse-lm             |
| pass_ipa_whole_program_visibility         | -finline-functions    |
| pass_ipa_whole_program_visibility         | -ftree-loop-vectorize |
| pass_ipa_lower_emutls                     | -fgcse                |
| pass_ipa_lower_emutls                     | -fgcse-las            |
| pass_ipa_lower_emutls                     | -fgcse-lm             |
| pass_ipa_lower_emutls                     | -finline-functions    |
| pass_ipa_lower_emutls                     | -ftree-loop-vectorize |
| pass_ipa_tm                               | -fgcse                |
| pass_ipa_tm                               | -fgcse-las            |
| pass_ipa_tm                               | -fgcse-lm             |
| pass_ipa_tm                               | -finline-functions    |
| pass_ipa_tm                               | -ftree-loop-vectorize |
| pass_ipa_increase_alignment               | -fgcse                |
| pass_ipa_increase_alignment               | -fgcse-las            |
| pass_ipa_increase_alignment               | -fgcse-lm             |
| pass_ipa_increase_alignment               | -finline-functions    |
| pass_ipa_increase_alignment               | -ftree-loop-vectorize |
| pass_feedback_split_functions             | -fgcse                |
| pass_feedback_split_functions             | -fgcse-las            |
| pass_feedback_split_functions             | -fgcse-lm             |
| pass_feedback_split_functions             | -finline-functions    |
| pass_feedback_split_functions             | -ftree-loop-vectorize |
| pass_ipa_tree_profile                     | -fgcse                |
| pass_ipa_tree_profile                     | -fgcse-las            |
| pass_ipa_tree_profile                     | -fgcse-lm             |
| pass_ipa_tree_profile                     | -finline-functions    |
| pass_ipa_tree_profile                     | -ftree-loop-vectorize |
| pass_target_clone                         | -fgcse                |
| pass_target_clone                         | -fgcse-las            |
| pass_target_clone                         | -fgcse-lm             |
| pass_target_clone                         | -finline-functions    |
| pass_target_clone                         | -ftree-loop-vectorize |
| pass_rebuild_cgraph_edges                 | -fgcse                |
| pass_rebuild_cgraph_edges                 | -fgcse-las            |
| pass_rebuild_cgraph_edges                 | -fgcse-lm             |
| pass_rebuild_cgraph_edges                 | -finline-functions    |
| pass_rebuild_cgraph_edges                 | -ftree-loop-vectorize |
| pass_local_fn_summary                     | -fgcse                |
| pass_local_fn_summary                     | -fgcse-las            |
| pass_local_fn_summary                     | -fgcse-lm             |
| pass_local_fn_summary                     | -finline-functions    |
| pass_local_fn_summary                     | -ftree-loop-vectorize |
| pass_split_functions                      | -fgcse                |
| pass_split_functions                      | -fgcse-las            |
| pass_split_functions                      | -fgcse-lm             |
| pass_split_functions                      | -finline-functions    |
| pass_split_functions                      | -ftree-loop-vectorize |
| pass_profile                              | -fgcse                |
| pass_profile                              | -fgcse-las            |
| pass_profile                              | -fgcse-lm             |
| pass_profile                              | -finline-functions    |
| pass_profile                              | -ftree-loop-vectorize |
| pass_convert_switch                       | -fgcse                |
| pass_convert_switch                       | -fgcse-las            |
| pass_convert_switch                       | -fgcse-lm             |
| pass_convert_switch                       | -finline-functions    |
| pass_convert_switch                       | -ftree-loop-vectorize |
| pass_early_ipa_sra                        | -fgcse                |
| pass_early_ipa_sra                        | -fgcse-las            |
| pass_early_ipa_sra                        | -fgcse-lm             |
| pass_early_ipa_sra                        | -finline-functions    |
| pass_early_ipa_sra                        | -ftree-loop-vectorize |
| pass_early_vrp                            | -fgcse                |
| pass_early_vrp                            | -fgcse-las            |
| pass_early_vrp                            | -fgcse-lm             |
| pass_early_vrp                            | -finline-functions    |
| pass_early_vrp                            | -ftree-loop-vectorize |
| pass_sra_early                            | -fgcse                |
| pass_sra_early                            | -fgcse-las            |
| pass_sra_early                            | -fgcse-lm             |
| pass_sra_early                            | -finline-functions    |
| pass_sra_early                            | -ftree-loop-vectorize |
| pass_early_thread_jumps                   | -fgcse                |
| pass_early_thread_jumps                   | -fgcse-las            |
| pass_early_thread_jumps                   | -fgcse-lm             |
| pass_early_thread_jumps                   | -finline-functions    |
| pass_early_thread_jumps                   | -ftree-loop-vectorize |
| pass_early_inline                         | -fgcse                |
| pass_early_inline                         | -fgcse-las            |
| pass_early_inline                         | -fgcse-lm             |
| pass_early_inline                         | -finline-functions    |
| pass_early_inline                         | -ftree-loop-vectorize |
| pass_nothrow                              | -fgcse                |
| pass_nothrow                              | -fgcse-las            |
| pass_nothrow                              | -fgcse-lm             |
| pass_nothrow                              | -finline-functions    |
| pass_nothrow                              | -ftree-loop-vectorize |
| pass_ubsan                                | -fgcse                |
| pass_ubsan                                | -fgcse-las            |
| pass_ubsan                                | -fgcse-lm             |
| pass_ubsan                                | -finline-functions    |
| pass_ubsan                                | -ftree-loop-vectorize |
| pass_early_warn_uninitialized             | -fgcse                |
| pass_early_warn_uninitialized             | -fgcse-las            |
| pass_early_warn_uninitialized             | -fgcse-lm             |
| pass_early_warn_uninitialized             | -finline-functions    |
| pass_early_warn_uninitialized             | -ftree-loop-vectorize |
| pass_build_ssa                            | -fgcse                |
| pass_build_ssa                            | -fgcse-las            |
| pass_build_ssa                            | -fgcse-lm             |
| pass_build_ssa                            | -finline-functions    |
| pass_build_ssa                            | -ftree-loop-vectorize |
| pass_ipa_function_and_variable_visibility | -fgcse                |
| pass_ipa_function_and_variable_visibility | -fgcse-las            |
| pass_ipa_function_and_variable_visibility | -fgcse-lm             |
| pass_ipa_function_and_variable_visibility | -finline-functions    |
| pass_ipa_function_and_variable_visibility | -ftree-loop-vectorize |
| pass_ipa_free_lang_data                   | -fgcse                |
| pass_ipa_free_lang_data                   | -fgcse-las            |
| pass_ipa_free_lang_data                   | -fgcse-lm             |
| pass_ipa_free_lang_data                   | -finline-functions    |
| pass_ipa_free_lang_data                   | -ftree-loop-vectorize |
| pass_build_cgraph_edges                   | -fgcse                |
| pass_build_cgraph_edges                   | -fgcse-las            |
| pass_build_cgraph_edges                   | -fgcse-lm             |
| pass_build_cgraph_edges                   | -finline-functions    |
| pass_build_cgraph_edges                   | -ftree-loop-vectorize |
| pass_expand_omp                           | -fgcse                |
| pass_expand_omp                           | -fgcse-las            |
| pass_expand_omp                           | -fgcse-lm             |
| pass_expand_omp                           | -finline-functions    |
| pass_expand_omp                           | -ftree-loop-vectorize |
| pass_warn_function_return                 | -fgcse                |
| pass_warn_function_return                 | -fgcse-las            |
| pass_warn_function_return                 | -fgcse-lm             |
| pass_warn_function_return                 | -finline-functions    |
| pass_warn_function_return                 | -ftree-loop-vectorize |
| pass_build_cfg                            | -fgcse                |
| pass_build_cfg                            | -fgcse-las            |
| pass_build_cfg                            | -fgcse-lm             |
| pass_build_cfg                            | -finline-functions    |
| pass_build_cfg                            | -ftree-loop-vectorize |
| pass_lower_eh                             | -fgcse                |
| pass_lower_eh                             | -fgcse-las            |
| pass_lower_eh                             | -fgcse-lm             |
| pass_lower_eh                             | -finline-functions    |
| pass_lower_eh                             | -ftree-loop-vectorize |
| pass_refactor_eh                          | -fgcse                |
| pass_refactor_eh                          | -fgcse-las            |
| pass_refactor_eh                          | -fgcse-lm             |
| pass_refactor_eh                          | -finline-functions    |
| pass_refactor_eh                          | -ftree-loop-vectorize |
| pass_lower_cf                             | -fgcse                |
| pass_lower_cf                             | -fgcse-las            |
| pass_lower_cf                             | -fgcse-lm             |
| pass_lower_cf                             | -finline-functions    |
| pass_lower_cf                             | -ftree-loop-vectorize |
| pass_lower_omp                            | -fgcse                |
| pass_lower_omp                            | -fgcse-las            |
| pass_lower_omp                            | -fgcse-lm             |
| pass_lower_omp                            | -finline-functions    |
| pass_lower_omp                            | -ftree-loop-vectorize |
| pass_sancov<O0>                           | -fgcse                |
| pass_sancov<O0>                           | -fgcse-las            |
| pass_sancov<O0>                           | -fgcse-lm             |
| pass_sancov<O0>                           | -finline-functions    |
| pass_sancov<O0>                           | -ftree-loop-vectorize |
| pass_sancov<false>                        | -fgcse                |
| pass_sancov<false>                        | -fgcse-las            |
| pass_sancov<false>                        | -fgcse-lm             |
| pass_sancov<false>                        | -finline-functions    |
| pass_sancov<false>                        | -ftree-loop-vectorize |
| pass_sancov<true>                         | -fgcse                |
| pass_sancov<true>                         | -fgcse-las            |
| pass_sancov<true>                         | -fgcse-lm             |
| pass_sancov<true>                         | -finline-functions    |
| pass_sancov<true>                         | -ftree-loop-vectorize |
| pass_lower_switch<O0>                     | -fgcse                |
| pass_lower_switch<O0>                     | -fgcse-las            |
| pass_lower_switch<O0>                     | -fgcse-lm             |
| pass_lower_switch<O0>                     | -finline-functions    |
| pass_lower_switch<O0>                     | -ftree-loop-vectorize |
| pass_lower_switch<true>                   | -fgcse                |
| pass_lower_switch<true>                   | -fgcse-las            |
| pass_lower_switch<true>                   | -fgcse-lm             |
| pass_lower_switch<true>                   | -finline-functions    |
| pass_lower_switch<true>                   | -ftree-loop-vectorize |
| pass_lower_switch<false>                  | -fgcse                |
| pass_lower_switch<false>                  | -fgcse-las            |
| pass_lower_switch<false>                  | -fgcse-lm             |
| pass_lower_switch<false>                  | -finline-functions    |
| pass_lower_switch<false>                  | -ftree-loop-vectorize |
