[2026-08-17 08:26:23] [SPAMMY] execute query-server2> runQuery called with /home/oleksii-shemshur/work/toolchains/tools/queries/all_passes_gcc_working.ql
[2026-08-17 08:26:23] Calling plumbing command: codeql resolve library-path --additional-packs=/home/oleksii-shemshur/work/toolchains/tools/queries --query=/home/oleksii-shemshur/work/toolchains/tools/queries/all_passes_gcc_working.ql --format=json
[2026-08-17 08:26:23] [DETAILS] resolve library-path> Resolving query at normalized path /home/oleksii-shemshur/work/toolchains/tools/queries/all_passes_gcc_working.ql.
[2026-08-17 08:26:23] [DETAILS] resolve library-path> Found enclosing pack 'flags/gcc-queries' at /home/oleksii-shemshur/work/toolchains/tools/queries.
[2026-08-17 08:26:23] [DETAILS] resolve library-path> Adding compilation cache at /home/oleksii-shemshur/.codeql/compile-cache.
[2026-08-17 08:26:23] [DETAILS] resolve library-path> QL pack dependencies for /home/oleksii-shemshur/work/toolchains/tools/queries found in cache.
[2026-08-17 08:26:23] [DETAILS] resolve library-path> Found dbscheme through QL packs: /home/oleksii-shemshur/.codeql/packages/codeql/cpp-all/12.0.1/semmlecode.cpp.dbscheme.
[2026-08-17 08:26:23] Plumbing command codeql resolve library-path completed:
                      {
                        "libraryPath" : [
                          "/home/oleksii-shemshur/work/toolchains/tools/queries",
                          "/home/oleksii-shemshur/.codeql/packages/codeql/cpp-all/12.0.1",
                          "/home/oleksii-shemshur/.codeql/packages/codeql/dataflow/2.1.10",
                          "/home/oleksii-shemshur/.codeql/packages/codeql/controlflow/2.0.38",
                          "/home/oleksii-shemshur/.codeql/packages/codeql/mad/1.0.54",
                          "/home/oleksii-shemshur/.codeql/packages/codeql/quantum/0.0.32",
                          "/home/oleksii-shemshur/.codeql/packages/codeql/rangeanalysis/1.0.54",
                          "/home/oleksii-shemshur/.codeql/packages/codeql/ssa/2.0.30",
                          "/home/oleksii-shemshur/.codeql/packages/codeql/tutorial/1.0.54",
                          "/home/oleksii-shemshur/.codeql/packages/codeql/typeflow/1.0.54",
                          "/home/oleksii-shemshur/.codeql/packages/codeql/typetracking/2.0.38",
                          "/home/oleksii-shemshur/.codeql/packages/codeql/util/2.0.41",
                          "/home/oleksii-shemshur/.codeql/packages/codeql/xml/1.0.54"
                        ],
                        "dbscheme" : "/home/oleksii-shemshur/.codeql/packages/codeql/cpp-all/12.0.1/semmlecode.cpp.dbscheme",
                        "compilationCache" : [
                          "/home/oleksii-shemshur/.codeql/compile-cache"
                        ],
                        "relativeName" : "flags/gcc-queries/all_passes_gcc_working.ql",
                        "qlPackName" : "flags/gcc-queries"
                      }
[2026-08-17 08:26:23] [PROGRESS] execute query-server2> Compiling query plan for /home/oleksii-shemshur/work/toolchains/tools/queries/all_passes_gcc_working.ql.
[2026-08-17 08:26:23] [DETAILS] execute query-server2> Resolving imports for /home/oleksii-shemshur/work/toolchains/tools/queries/all_passes_gcc_working.ql.
[2026-08-17 08:26:24] Resolved file set for /home/oleksii-shemshur/work/toolchains/tools/queries/all_passes_gcc_working.ql hashes to 6fd58192dd93e822ebbc9c4cfa40fb53.
[2026-08-17 08:26:24] [DETAILS] execute query-server2> Checking QL for /home/oleksii-shemshur/work/toolchains/tools/queries/all_passes_gcc_working.ql.
[2026-08-17 08:26:24] Stale frontend caches are invalidated based on import graph reachability.
[2026-08-17 08:26:25] ExternalModuleBindingPass ...
[2026-08-17 08:26:26] ExternalModuleBindingPass time: 00:01.615
[2026-08-17 08:26:26] CollectInstantiationsPass ...
[2026-08-17 08:26:27] CollectInstantiationsPass time: 00:00.134
[2026-08-17 08:26:27] Ql checks ...
[2026-08-17 08:26:30] Ql checks time: 00:03.243
[2026-08-17 08:26:36] Compilation pipeline
[2026-08-17 08:26:36] Type Inference ...
[2026-08-17 08:26:36] CSV_TYPE_HIERARCHY: Best number of iterations,Maximum number of runs,Number of BDD variables,Size of BDD for typefacts
                              "file" : "/home/oleksii-shemshur/.codeql/packages/codeql/cpp-all/12.0.1/ext/empty.model.yml",
                              "index" : 4,
                              "firstRowId" : 875,
                              "rowCount" : 0,
                              "predicateHasOrigin" : true,
                              "locations" : {
                                "lineNumbers" : "A",
                                "columnNumbers" : "A"
                              }
                            },
                            {
                              "predicate" : "summaryModel",
                              "file" : "/home/oleksii-shemshur/.codeql/packages/codeql/cpp-all/12.0.1/ext/generated/empty.model.yml",
                              "index" : 0,
                              "firstRowId" : 875,
                              "rowCount" : 0,
                              "predicateHasOrigin" : true,
                              "locations" : {
                                "lineNumbers" : "A",
                                "columnNumbers" : "A"
                              }
                            },
                            {
                              "predicate" : "summaryModel",
                              "file" : "/home/oleksii-shemshur/.codeql/packages/codeql/cpp-all/12.0.1/ext/generated/modelgenerator/brotli/brotli.model.yml",
                              "index" : 0,
                              "firstRowId" : 875,
                              "rowCount" : 474,
                              "predicateHasOrigin" : true,
                              "locations" : {
                                "lineNumbers" : "A=7+1*473",
                                "columnNumbers" : "A=9*474"
                              }
                            },
                            {
                              "predicate" : "summaryModel",
                              "file" : "/home/oleksii-shemshur/.codeql/packages/codeql/cpp-all/12.0.1/ext/generated/modelgenerator/curl/curl.model.yml",
                              "index" : 0,
                              "firstRowId" : 1349,
                              "rowCount" : 953,
                              "predicateHasOrigin" : true,
                              "locations" : {
                                "lineNumbers" : "A=7+1*952",
                                "columnNumbers" : "A=9*953"
                              }
                            },
                            {
                              "predicate" : "summaryModel",
                              "file" : "/home/oleksii-shemshur/.codeql/packages/codeql/cpp-all/12.0.1/ext/generated/modelgenerator/glibc/glibc.model.yml",
                              "index" : 0,
                              "firstRowId" : 2302,
                              "rowCount" : 5488,
                              "predicateHasOrigin" : true,
                              "locations" : {
                                "lineNumbers" : "A=7+1*5487",
                                "columnNumbers" : "A=9*5488"
                              }
                            },
                            {
                              "predicate" : "summaryModel",
                              "file" : "/home/oleksii-shemshur/.codeql/packages/codeql/cpp-all/12.0.1/ext/generated/modelgenerator/libidn2/libidn2.model.yml",
                              "index" : 0,
                              "firstRowId" : 7790,
                              "rowCount" : 142,
                              "predicateHasOrigin" : true,
                              "locations" : {
                                "lineNumbers" : "A=7+1*141",
                                "columnNumbers" : "A=9*142"
                              }
                            },
                            {
                              "predicate" : "summaryModel",
                              "file" : "/home/oleksii-shemshur/.codeql/packages/codeql/cpp-all/12.0.1/ext/generated/modelgenerator/libssh2/libssh2.model.yml",
                              "index" : 0,
                              "firstRowId" : 7932,
                              "rowCount" : 511,
                              "predicateHasOrigin" : true,
                              "locations" : {
                                "lineNumbers" : "A=7+1*510",
                                "columnNumbers" : "A=9*511"
                              }
                            },
                            {
                              "predicate" : "summaryModel",
                              "file" : "/home/oleksii-shemshur/.codeql/packages/codeql/cpp-all/12.0.1/ext/generated/modelgenerator/libuv/libuv.model.yml",
                              "index" : 0,
                              "firstRowId" : 8443,
                              "rowCount" : 640,
                              "predicateHasOrigin" : true,
                              "locations" : {
                                "lineNumbers" : "A=7+1*639",
                                "columnNumbers" : "A=9*640"
                              }
                            },
                            {
                              "predicate" : "summaryModel",
                              "file" : "/home/oleksii-shemshur/.codeql/packages/codeql/cpp-all/12.0.1/ext/generated/modelgenerator/nghttp2/nghttp2.model.yml",
                              "index" : 0,
                              "firstRowId" : 9083,
                              "rowCount" : 565,
                              "predicateHasOrigin" : true,
                              "locations" : {
                                "lineNumbers" : "A=7+1*564",
                                "columnNumbers" : "A=9*565"
                              }
                            },
                            {
                              "predicate" : "summaryModel",
                              "file" : "/home/oleksii-shemshur/.codeql/packages/codeql/cpp-all/12.0.1/ext/generated/modelgenerator/openssl/openssl.model.yml",
                              "index" : 0,
                              "firstRowId" : 9648,
                              "rowCount" : 21578,
                              "predicateHasOrigin" : true,
                              "locations" : {
                                "lineNumbers" : "A=7+1*21577",
                                "columnNumbers" : "A=9*21578"
                              }
                            },
                            {
                              "predicate" : "summaryModel",
                              "file" : "/home/oleksii-shemshur/.codeql/packages/codeql/cpp-all/12.0.1/ext/generated/modelgenerator/sqlite/sqlite.model.yml",
                              "index" : 0,
                              "firstRowId" : 31226,
                              "rowCount" : 942,
                              "predicateHasOrigin" : true,
                              "locations" : {
                                "lineNumbers" : "A=7+1*941",
                                "columnNumbers" : "A=9*942"
                              }
                            },
                            {
                              "predicate" : "summaryModel",
                              "file" : "/home/oleksii-shemshur/.codeql/packages/codeql/cpp-all/12.0.1/ext/generated/modelgenerator/zlib/zlib.model.yml",
                              "index" : 0,
                              "firstRowId" : 32168,
                              "rowCount" : 162,
                              "predicateHasOrigin" : true,
                              "locations" : {
                                "lineNumbers" : "A=7+1*161",
                                "columnNumbers" : "A=9*162"
                              }
                            },
                            {
                              "predicate" : "sourceModel",
                              "file" : "/home/oleksii-shemshur/.codeql/packages/codeql/cpp-all/12.0.1/ext/getc.model.yml",
                              "index" : 0,
                              "firstRowId" : 32330,
                              "rowCount" : 13,
                              "predicateHasOrigin" : true,
                              "locations" : {
                                "lineNumbers" : "A=7+1*12",
                                "columnNumbers" : "A=9*13"
                              }
                            },
                            {
                              "predicate" : "summaryModel",
                              "file" : "/home/oleksii-shemshur/.codeql/packages/codeql/cpp-all/12.0.1/ext/iconv.model.yml",
                              "index" : 0,
                              "firstRowId" : 32343,
                              "rowCount" : 1,
                              "predicateHasOrigin" : true,
                              "locations" : {
                                "lineNumbers" : "A=6",
                                "columnNumbers" : "A=9"
                              }
                            },
                            {
                              "predicate" : "summaryModel",
                              "file" : "/home/oleksii-shemshur/.codeql/packages/codeql/cpp-all/12.0.1/ext/oleauto.model.yml",
                              "index" : 0,
                              "firstRowId" : 32344,
                              "rowCount" : 3,
                              "predicateHasOrigin" : true,
                              "locations" : {
                                "lineNumbers" : "A=6+1*2",
                                "columnNumbers" : "A=9*3"
                              }
                            },
                            {
                              "predicate" : "summaryModel",
                              "file" : "/home/oleksii-shemshur/.codeql/packages/codeql/cpp-all/12.0.1/ext/pthread.model.yml",
                              "index" : 0,
                              "firstRowId" : 32347,
                              "rowCount" : 1,
                              "predicateHasOrigin" : true,
                              "locations" : {
                                "lineNumbers" : "A=6",
                                "columnNumbers" : "A=9"
                              }
                            },
                            {
                              "predicate" : "summaryModel",
                              "file" : "/home/oleksii-shemshur/.codeql/packages/codeql/cpp-all/12.0.1/ext/std.array.model.yml",
                              "index" : 0,
                              "firstRowId" : 32348,
                              "rowCount" : 9,
                              "predicateHasOrigin" : true,
                              "locations" : {
                                "lineNumbers" : "A=6+1*8",
                                "columnNumbers" : "A=9*9"
                              }
                            },
                            {
                              "predicate" : "summaryModel",
                              "file" : "/home/oleksii-shemshur/.codeql/packages/codeql/cpp-all/12.0.1/ext/std.deque.model.yml",
                              "index" : 0,
                              "firstRowId" : 32357,
                              "rowCount" : 69,
                              "predicateHasOrigin" : true,
                              "locations" : {
                                "lineNumbers" : "A=6+1*68",
                                "columnNumbers" : "A=9*69"
                              }
                            },
                            {
                              "predicate" : "summaryModel",
                              "file" : "/home/oleksii-shemshur/.codeql/packages/codeql/cpp-all/12.0.1/ext/std.format.model.yml",
                              "index" : 0,
                              "firstRowId" : 32426,
                              "rowCount" : 9,
                              "predicateHasOrigin" : true,
                              "locations" : {
                                "lineNumbers" : "A=6+1*8",
                                "columnNumbers" : "A=9*9"
                              }
                            },
                            {
                              "predicate" : "summaryModel",
                              "file" : "/home/oleksii-shemshur/.codeql/packages/codeql/cpp-all/12.0.1/ext/std.forward_list.model.yml",
                              "index" : 0,
                              "firstRowId" : 32435,
                              "rowCount" : 52,
                              "predicateHasOrigin" : true,
                              "locations" : {
                                "lineNumbers" : "A=6+1*51",
                                "columnNumbers" : "A=9*52"
                              }
                            },
                            {
                              "predicate" : "summaryModel",
                              "file" : "/home/oleksii-shemshur/.codeql/packages/codeql/cpp-all/12.0.1/ext/std.iterator.model.yml",
                              "index" : 0,
                              "firstRowId" : 32487,
                              "rowCount" : 6,
                              "predicateHasOrigin" : true,
                              "locations" : {
                                "lineNumbers" : "A=6+1*5",
                                "columnNumbers" : "A=9*6"
                              }
                            },
                            {
                              "predicate" : "summaryModel",
                              "file" : "/home/oleksii-shemshur/.codeql/packages/codeql/cpp-all/12.0.1/ext/std.list.model.yml",
                              "index" : 0,
                              "firstRowId" : 32493,
                              "rowCount" : 67,
                              "predicateHasOrigin" : true,
                              "locations" : {
                                "lineNumbers" : "A=6+1*66",
                                "columnNumbers" : "A=9*67"
                              }
                            },
                            {
                              "predicate" : "summaryModel",
                              "file" : "/home/oleksii-shemshur/.codeql/packages/codeql/cpp-all/12.0.1/ext/std.thread.model.yml",
                              "index" : 0,
                              "firstRowId" : 32560,
                              "rowCount" : 5,
                              "predicateHasOrigin" : true,
                              "locations" : {
                                "lineNumbers" : "A=6+1*4",
                                "columnNumbers" : "A=9*5"
                              }
                            },
                            {
                              "predicate" : "summaryModel",
                              "file" : "/home/oleksii-shemshur/.codeql/packages/codeql/cpp-all/12.0.1/ext/std.vector.model.yml",
                              "index" : 0,
                              "firstRowId" : 32565,
                              "rowCount" : 56,
                              "predicateHasOrigin" : true,
                              "locations" : {
                                "lineNumbers" : "A=6+1*55",
                                "columnNumbers" : "A=9*56"
                              }
                            },
                            {
                              "predicate" : "restrictAlertsTo",
                              "file" : "/home/oleksii-shemshur/.codeql/packages/codeql/util/2.0.41/ext/default-alert-filter.yml",
                              "index" : 0,
                              "firstRowId" : 32621,
                              "rowCount" : 0,
                              "predicateHasOrigin" : false,
                              "locations" : {
                                "lineNumbers" : "A",
                                "columnNumbers" : "A"
                              }
                            },
                            {
                              "predicate" : "restrictAlertsToExactLocation",
                              "file" : "/home/oleksii-shemshur/.codeql/packages/codeql/util/2.0.41/ext/default-alert-filter.yml",
                              "index" : 1,
                              "firstRowId" : 32621,
                              "rowCount" : 0,
                              "predicateHasOrigin" : false,
                              "locations" : {
                                "lineNumbers" : "A",
                                "columnNumbers" : "A"
                              }
                            }
                          ]
                        },
                        "threatModels" : { },
                        "extensionPacks" : [ ]
                      }
[2026-08-17 08:26:42] [SPAMMY] execute query-server2> Selected JGit Git client for /home/oleksii-shemshur/work/toolchains/tools/queries because the repository uses SHA-1 object format.
[2026-08-17 08:26:42] [WARN] execute query-server2> Error retrieving qlpack commit hash from Git repository
                             java.lang.IllegalArgumentException: Empty path not permitted.
                             	at org.eclipse.jgit.treewalk.filter.PathFilter.create(PathFilter.java:52)
                             	at org.eclipse.jgit.api.LogCommand.addPath(LogCommand.java:287)
                             	at com.semmle.util.git.JGitClient$JGitRepository.lambda$log$2(JGitClient.java:192)
                             	at java.base/java.util.Optional.ifPresent(Unknown Source)
                             	at com.semmle.util.git.JGitClient$JGitRepository.log(JGitClient.java:181)
                             	at com.semmle.cli2.pack.PackUtil.getLastCommit(PackUtil.java:49)
                             	at com.semmle.cli2.pack.PackUtil.queryGitForHeadVersion(PackUtil.java:34)
                             	at com.semmle.cli2.bqrs.InterpretCommand.getQlPackSha(InterpretCommand.java:434)
                             	at com.semmle.cli2.bqrs.InterpretCommand.getQlPackSha(InterpretCommand.java:424)
                             	at com.semmle.cli2.execute.RunResultBuilder.lambda$addPack$0(RunResultBuilder.java:85)
                             	at java.base/java.util.TreeMap.callMappingFunctionWithCheck(Unknown Source)
                             	at java.base/java.util.TreeMap.computeIfAbsent(Unknown Source)
                             	at com.semmle.cli2.execute.RunResultBuilder.addPack(RunResultBuilder.java:82)
                             	at com.semmle.cli2.execute.RunResultBuilder.lambda$recordDataExtensions$4(RunResultBuilder.java:115)
                             	at java.base/java.util.LinkedHashMap.forEach(Unknown Source)
                             	at java.base/java.util.Collections$UnmodifiableMap.forEach(Unknown Source)
                             	at com.semmle.cli2.execute.RunResultBuilder.recordDataExtensions(RunResultBuilder.java:105)
                             	at com.semmle.cli2.execute.queryServer2.QueryServer2Command$Impl.compileAndPrepareQuery(QueryServer2Command.java:573)
                             	at com.semmle.cli2.execute.queryServer2.QueryServer2Command$Impl.compileAndRunQuery(QueryServer2Command.java:747)
                             	at com.semmle.cli2.execute.queryServer2.QueryServer2Command$Impl.lambda$runQuery$32(QueryServer2Command.java:734)
                             	at com.semmle.util.concurrent.FutureUtils.supplyCompose(FutureUtils.java:248)
                             	at com.semmle.util.concurrent.FutureUtils.futureFinally(FutureUtils.java:188)
                             	at com.semmle.cli2.execute.queryServer2.QueryServer2Command$Impl.lambda$runQuery$33(QueryServer2Command.java:733)
                             	at com.semmle.util.concurrent.FutureUtils.supplyCompose(FutureUtils.java:248)
                             	at com.semmle.cli2.execute.queryServer2.QueryServer2Command$Impl.lambda$runQuery$35(QueryServer2Command.java:730)
                             	at com.semmle.cli2.execute.queryServer2.QueryServer2Command$Impl.lambda$withProgressAndCancellation$17(QueryServer2Command.java:443)
                             	at com.semmle.util.concurrent.FutureUtils.supplyCompose(FutureUtils.java:248)
                             	at com.semmle.cli2.execute.queryServer2.QueryServer2Command$Impl.lambda$withProgressAndCancellation$18(QueryServer2Command.java:442)
                             	at java.base/java.util.concurrent.ThreadPoolExecutor.runWorker(Unknown Source)
                             	at java.base/java.util.concurrent.ThreadPoolExecutor$Worker.run(Unknown Source)
                             	at java.base/java.lang.Thread.run(Unknown Source)
[2026-08-17 08:26:43] Starting evaluation of /home/oleksii-shemshur/work/toolchains/tools/queries/all_passes_gcc_working.ql
[2026-08-17 08:26:43] Pausing evaluation to quickly trim memory at sequence stamp o+26633
[2026-08-17 08:26:43] Unpausing evaluation
[2026-08-17 08:26:43] (0s) Start query execution
[2026-08-17 08:26:43] (0s) Beginning execution of /home/oleksii-shemshur/work/toolchains/tools/queries/all_passes_gcc_working.ql
[2026-08-17 08:26:43] (0s)  >>> Full cache hit cached_ResolveClass::isType/1#eabb9878/1@82ca1924 with 123849 rows and digest ad8b59i0rjk679rlo7j44pb0t5e.
[2026-08-17 08:26:43] (0s)  >>> Full cache hit cached_ResolveClass::resolveClass/1#ea47deee/2@a66798km with 24895 rows and digest 70711dvmaor323eimjo3stdkd3e.
[2026-08-17 08:26:43] (0s)  >>> Full cache hit cached_ResolveClass::isClass/1#af2a1ca6/1@ecb9e6su with 10868 rows and digest 1fa0d2c7406asdf7p55ogihl6q3.
[2026-08-17 08:26:43] (0s)  >>> Full cache hit cached_ResolveGlobalVariable::isVariable/1#6e051315/1@90738ahc with 446985 rows and digest e30202t02m9of0bfg2r1oggfe11.
[2026-08-17 08:26:43] (0s)  >>> Full cache hit cached_ResolveGlobalVariable::resolveGlobalVariable/1#17c3b74f/2@d04f11u9 with 447482 rows and digest 0a435bcnqfcgl7v26ek37lvt057.
[2026-08-17 08:26:43] (0s)  >>> Full cache hit cached_ResolveFunction::isFunction/1#9226b83f/1@f98098d9 with 91685 rows and digest 313143810mls3pav5g7p48cacd0.
[2026-08-17 08:26:43] (0s)  >>> Full cache hit cached_ResolveFunction::resolveFunction/1#576ba5ee/2@d186d880 with 107513 rows and digest d18da02akie3eih7c0nlsm38gs8.
[2026-08-17 08:26:43] (0s)  >>> Full cache hit cached_Expr::Expr.getType/0#dispred#444cc5af/2@6044b650 with 10158564 rows and digest 5a71bebamr43pcf296e74rr23da.
[2026-08-17 08:26:43] (0s)  >>> Full cache hit cached_Element::ElementBase.toString/0#dispred#6e016f86/2@b58a23s4 with 16830229 rows and digest 0edf170bfidfcstt9rmdku6baj5.
[2026-08-17 08:26:43] (0s)  >>> First-level cache hit Location::Location.getContainer/0#9edabfb6/2@bbd97edk with digest b92439el31b46a1hrhlttaufu87.
[2026-08-17 08:26:43] (0s)  >>> First-level cache hit Class::Class.getABaseClass/0#dispred#e9ba966b/2@81b8f2eh with digest da9d3bosvl26e04uf76p7a0cce2.
[2026-08-17 08:26:43] (0s)  >>> First-level cache hit UserType::UserType.getADeclarationEntry/0#cea44e2f#bb_10#join_rhs/2@2800861m with digest bf10d7j0s7r10n9ojii04m4b5da.
[2026-08-17 08:26:43] (0s)  >>> First-level cache hit #Class::Class.getABaseClass/0#dispred#e9ba966bPlus#sinkBound#11#3/1@176b0apr with digest e551e7rjc8i47tt2m1rsdmor4re.
[2026-08-17 08:26:43] (0s)  >>> First-level cache hit #Class::Class.getABaseClass/0#dispred#e9ba966bPlus#sourceBound#11#3/1@a621cejb with digest 4067cd1kaskab46as8n7t2d6dp2.
[2026-08-17 08:26:43] (0s)  >>> Full cache hit cached_QualifiedName::declarationHasQualifiedName/4#749d7d29/4@bad017oq with 173869 rows and digest df73a524j4257hosbtc51rcmjo9.
[2026-08-17 08:26:43] (0s)  >>> Full cache hit Class::Class.getABaseClass/0#dispred#e9ba966b/2@81b8f2eh with 1697 rows and digest da9d3bosvl26e04uf76p7a0cce2.
[2026-08-17 08:26:43] (0s)  >>> Full cache hit #Class::Class.getABaseClass/0#dispred#e9ba966bPlus#sinkBound#11#3/1@176b0apr with 24351 rows and digest e551e7rjc8i47tt2m1rsdmor4re.
[2026-08-17 08:26:43] (0s)  >>> Full cache hit #Class::Class.getABaseClass/0#dispred#e9ba966bPlus#sourceBound#11#3/1@a621cejb with 266 rows and digest 4067cd1kaskab46as8n7t2d6dp2.
[2026-08-17 08:26:43] (0s) Starting to evaluate predicate #Class::Class.getABaseClass/0#dispred#e9ba966bPlus#bounded#2/2@7ad83dqu = HOP doublyBoundedFastTC(1697,266,24351)
[2026-08-17 08:26:43] (0s)  >>> Relation #Class::Class.getABaseClass/0#dispred#e9ba966bPlus#bounded#2: 800 rows using 0 MB
[2026-08-17 08:26:43] (0s)  >>> Created relation #Class::Class.getABaseClass/0#dispred#e9ba966bPlus#bounded#2/2@7ad83dqu with 800 rows and digest 73b8d6h7br6btms4kg83pnj6al7.
[2026-08-17 08:26:43] (0s) Starting to evaluate predicate #Class::Class.getABaseClass/0#dispred#e9ba966bPlus/2@02d96dau = HOP fastTC(1697)
[2026-08-17 08:26:43] (0s)  >>> Relation #Class::Class.getABaseClass/0#dispred#e9ba966bPlus: 2850 rows using 0 MB
[2026-08-17 08:26:43] (0s)  >>> Created relation #Class::Class.getABaseClass/0#dispred#e9ba966bPlus/2@02d96dau with 2850 rows and digest 87b7f1ht9ud8eabd3262rh1t6bf.
[2026-08-17 08:26:43] (0s) Starting to evaluate predicate project##Class::Class.getABaseClass/0#dispred#e9ba966bPlus/1@76bd7b2h
[2026-08-17 08:26:43] (0s)  >>> Created relation project##Class::Class.getABaseClass/0#dispred#e9ba966bPlus/1@76bd7b2h with 1500 rows and digest c53445fclj3d89o8sordjdph1rb.
[2026-08-17 08:26:43] (0s)  >>> Full cache hit type_decls/3@8b2e3e64 with 14898 rows and digest 68e527n8qsgbfs9guih3fq7h8a1.
[2026-08-17 08:26:43] (0s)  >>> Second-level cache miss UserType::UserType.getADeclarationEntry/0#cea44e2f#bb_10#join_rhs/2@2800861m for content digest bf10d7j0s7r10n9ojii04m4b5da.
[2026-08-17 08:26:43] (0s)  >>> First-level cache hit UserType::UserType.getADeclarationEntry/0#cea44e2f#bb/2@6d1bdw2s with digest c4b669sulqle05hljpkbprfoq40.
[2026-08-17 08:26:43] (0s)  >>> Second-level cache miss UserType::UserType.getADeclarationEntry/0#cea44e2f#bb/2@6d1bdw2s for content digest c4b669sulqle05hljpkbprfoq40.
[2026-08-17 08:26:43] (0s)  >>> First-level cache hit UserType::UserType.getADeclarationEntryBase/0#dc3623a8/2@26b5d1fq with digest 297299f14vuk4768i9d1b584r24.
[2026-08-17 08:26:43] (0s)  >>> Full cache hit Class::Class#9afdbffd/1@65d7f1bo with 10219 rows and digest 8b39057h78sabuh1us37qu8ppp4.
[2026-08-17 08:26:43] (0s)  >>> Full cache hit UserType::UserType.getADeclarationEntryBase/0#dc3623a8/2@26b5d1fq with 14898 rows and digest 297299f14vuk4768i9d1b584r24.
[2026-08-17 08:26:43] (0s)  >>> Full cache hit project#UserType::UserType.getADeclarationEntryBase/0#dispred#d07c0e9a/1@440e7dcu with 13472 rows and digest 75a5314gb4osuk782ntug8klfbd.
[2026-08-17 08:26:43] (0s)  >>> Full cache hit Class::Class.isConstructedFrom/1#dispred#390e01c8_10#join_rhs/2@9a26c75u with 5893 rows and digest 0a3916alhkon54rol81bv5qaue6.
[2026-08-17 08:26:43] (0s) Starting to evaluate predicate UserType::UserType.getADeclarationEntry/0#cea44e2f#bb/2@i1#6d1bdw2s (iteration 1)
[2026-08-17 08:26:43] (0s) 			 - UserType::UserType.getADeclarationEntry/0#cea44e2f#bb_delta has 14898 rows (order for disjuncts: delta=<standard>).
[2026-08-17 08:26:43] (0s) Starting to evaluate predicate UserType::UserType.getADeclarationEntry/0#cea44e2f#bb/2@i2#6d1bdw2s (iteration 2)
[2026-08-17 08:26:43] (0s) 			 - UserType::UserType.getADeclarationEntry/0#cea44e2f#bb_delta has 6775 rows (order for disjuncts: delta=<standard>).
[2026-08-17 08:26:43] (0s) Starting to evaluate predicate UserType::UserType.getADeclarationEntry/0#cea44e2f#bb/2@i3#6d1bdw2s (iteration 3)
[2026-08-17 08:26:43] (0s) Empty delta for UserType::UserType.getADeclarationEntry/0#cea44e2f#bb_delta (order for disjuncts: delta=<standard>).
[2026-08-17 08:26:43] (0s) Accumulating deltas
[2026-08-17 08:26:43] (0s)  >>> Created relation UserType::UserType.getADeclarationEntry/0#cea44e2f#bb/2@6d1bdw2s with 21673 rows and digest c4b669sulqle05hljpkbprfoq40.
[2026-08-17 08:26:43] (0s) Starting to evaluate predicate UserType::UserType.getADeclarationEntry/0#cea44e2f#bb_10#join_rhs/2@2800861m
[2026-08-17 08:26:43] (0s)  >>> Created relation UserType::UserType.getADeclarationEntry/0#cea44e2f#bb_10#join_rhs/2@2800861m with 21673 rows and digest bf10d7j0s7r10n9ojii04m4b5da.
[2026-08-17 08:26:43] (0s) Starting to evaluate predicate UserType::UserType.getADeclarationLocation/0#dispred#7fa8e4f4#bf/2@89ef68j3
[2026-08-17 08:26:43] (0s)  >>> Created relation UserType::UserType.getADeclarationLocation/0#dispred#7fa8e4f4#bf/2@89ef68j3 with 1683 rows and digest 809bd4r5kfup2o1n7fa6kbiupvc.
[2026-08-17 08:26:43] (0s)  >>> Full cache hit Location::Location.getContainer/0#9edabfb6/2@bbd97edk with 7867442 rows and digest b92439el31b46a1hrhlttaufu87.
[2026-08-17 08:26:43] (0s)  >>> Second-level cache miss #locations_defaultMerge_23450#join_rhs/5@99f7bc3i for content digest 73ba24714o9t3ae96a5trgfp3r4.
[2026-08-17 08:26:43] (0s)  >>> First-level cache hit locations_default/6@2b5cc3pr with digest 208314j8dlf7l17ppt0mkt6l971.
[2026-08-17 08:26:43] (0s)  >>> Full cache hit locations_default/6@2b5cc3pr with 7867442 rows and digest 208314j8dlf7l17ppt0mkt6l971.
[2026-08-17 08:26:43] (0s)  >>> Second-level cache miss Class::ProxyClass#4049630c/1@8aeab8l2 for content digest b6cb57shmgs207jkerr40a3lr26.
[2026-08-17 08:26:43] (0s)  >>> First-level cache hit #usertypesMerge_02#join_rhs/2@f614acb9 with digest 0950b0ddb551ip6iqgjeecb2gbe.
[2026-08-17 08:26:43] (0s)  >>> First-level cache hit UserType::UserType#21e9e463/1@a3a094rk with digest 064364qavrgokb7k2rt89s8dhn4.
[2026-08-17 08:26:43] (0s)  >>> Full cache hit #usertypesMerge_02#join_rhs/2@f614acb9 with 24895 rows and digest 0950b0ddb551ip6iqgjeecb2gbe.
[2026-08-17 08:26:43] (0s)  >>> Full cache hit UserType::UserType#21e9e463/1@a3a094rk with 24246 rows and digest 064364qavrgokb7k2rt89s8dhn4.
[2026-08-17 08:26:43] (0s)  >>> Second-level cache miss Class::ProxyClass.getTemplateParameter/0#dispred#cbd49674/2@7283a00q for content digest d68c1c8p4hpcl0a7a3lrmfqctn6.
[2026-08-17 08:26:43] (0s)  >>> First-level cache hit TemplateParameter::TypeTemplateParameter#de0ff55d/1@35865381 with digest efd85df1l02amsa1lro048m14g2.
